Source,Date,Indicator,Value
IMF,1984-01,Inflation_Index,46.7312220971266
IMF,1984-02,Inflation_Index,46.9605215186042
IMF,1984-03,Inflation_Index,47.0522412871952
IMF,1984-04,Inflation_Index,47.2815407086728
IMF,1984-05,Inflation_Index,47.4191203615593
IMF,1984-06,Inflation_Index,47.5567000144459
IMF,1984-07,Inflation_Index,47.7401395516279
IMF,1984-08,Inflation_Index,47.92357908881
IMF,1984-09,Inflation_Index,48.1528785102875
IMF,1984-10,Inflation_Index,48.2904581631741
IMF,1984-11,Inflation_Index,48.2904581631741
IMF,1984-12,Inflation_Index,48.2904581631741
IMF,1985-01,Inflation_Index,48.3821779317651
IMF,1985-02,Inflation_Index,48.6114773532426
IMF,1985-03,Inflation_Index,48.7949168904247
IMF,1985-04,Inflation_Index,49.0242163119022
IMF,1985-05,Inflation_Index,49.2076558490843
IMF,1985-06,Inflation_Index,49.3452355019708
IMF,1985-07,Inflation_Index,49.4369552705619
IMF,1985-08,Inflation_Index,49.5286750391529
IMF,1985-09,Inflation_Index,49.6662546920394
IMF,1985-10,Inflation_Index,49.8496942292215
IMF,1985-11,Inflation_Index,49.987273882108
IMF,1985-12,Inflation_Index,50.1248535349945
IMF,1986-01,Inflation_Index,50.2624331878811
IMF,1986-02,Inflation_Index,50.1248535349945
IMF,1986-03,Inflation_Index,49.895554113517
IMF,1986-04,Inflation_Index,49.803834344926
IMF,1986-05,Inflation_Index,49.9414139978125
IMF,1986-06,Inflation_Index,50.2165733035855
IMF,1986-07,Inflation_Index,50.2165733035855
IMF,1986-08,Inflation_Index,50.3082930721766
IMF,1986-09,Inflation_Index,50.5375924936541
IMF,1986-10,Inflation_Index,50.5834523779496
IMF,1986-11,Inflation_Index,50.6293122622452
IMF,1986-12,Inflation_Index,50.6751721465407
IMF,1987-01,Inflation_Index,50.9961913366093
IMF,1987-02,Inflation_Index,51.1796308737913
IMF,1987-03,Inflation_Index,51.4089302952689
IMF,1987-04,Inflation_Index,51.6840896010419
IMF,1987-05,Inflation_Index,51.867529138224
IMF,1987-06,Inflation_Index,52.050968675406
IMF,1987-07,Inflation_Index,52.1885483282926
IMF,1987-08,Inflation_Index,52.4637076340656
IMF,1987-09,Inflation_Index,52.7388669398387
IMF,1987-10,Inflation_Index,52.8764465927252
IMF,1987-11,Inflation_Index,52.9223064770208
IMF,1987-12,Inflation_Index,52.9223064770208
IMF,1988-01,Inflation_Index,53.0598861299073
IMF,1988-02,Inflation_Index,53.1974657827938
IMF,1988-03,Inflation_Index,53.4267652042714
IMF,1988-04,Inflation_Index,53.7019245100445
IMF,1988-05,Inflation_Index,53.8853640472265
IMF,1988-06,Inflation_Index,54.1146634687041
IMF,1988-07,Inflation_Index,54.3439628901816
IMF,1988-08,Inflation_Index,54.5732623116592
IMF,1988-09,Inflation_Index,54.9401413860233
IMF,1988-10,Inflation_Index,55.1235809232053
IMF,1988-11,Inflation_Index,55.1694408075008
IMF,1988-12,Inflation_Index,55.2611605760919
IMF,1989-01,Inflation_Index,55.5363198818649
IMF,1989-02,Inflation_Index,55.7656193033425
IMF,1989-03,Inflation_Index,56.0866384934111
IMF,1989-04,Inflation_Index,56.4535175677752
IMF,1989-05,Inflation_Index,56.7745367578438
IMF,1989-06,Inflation_Index,56.9121164107303
IMF,1989-07,Inflation_Index,57.0496960636168
IMF,1989-08,Inflation_Index,57.1414158322078
IMF,1989-09,Inflation_Index,57.3248553693899
IMF,1989-10,Inflation_Index,57.600014675163
IMF,1989-11,Inflation_Index,57.7375943280495
IMF,1989-12,Inflation_Index,57.8293140966405
IMF,1990-01,Inflation_Index,58.4254925924822
IMF,1990-02,Inflation_Index,58.7006518982553
IMF,1990-03,Inflation_Index,59.0216710883238
IMF,1990-04,Inflation_Index,59.1133908569149
IMF,1990-05,Inflation_Index,59.2509705098014
IMF,1990-06,Inflation_Index,59.57198969987
IMF,1990-07,Inflation_Index,59.8012891213475
IMF,1990-08,Inflation_Index,60.3516077328937
IMF,1990-09,Inflation_Index,60.8560664601443
IMF,1990-10,Inflation_Index,61.2229455345084
IMF,1990-11,Inflation_Index,61.3605251873949
IMF,1990-12,Inflation_Index,61.3605251873949
IMF,1991-01,Inflation_Index,61.727404261759
IMF,1991-02,Inflation_Index,61.8191240303501
IMF,1991-03,Inflation_Index,61.9108437989411
IMF,1991-04,Inflation_Index,62.0025635675321
IMF,1991-05,Inflation_Index,62.1860031047142
IMF,1991-06,Inflation_Index,62.3694426418962
IMF,1991-07,Inflation_Index,62.4611624104872
IMF,1991-08,Inflation_Index,62.6446019476693
IMF,1991-09,Inflation_Index,62.9197612534424
IMF,1991-10,Inflation_Index,63.0114810220334
IMF,1991-11,Inflation_Index,63.1949205592154
IMF,1991-12,Inflation_Index,63.2407804435109
IMF,1992-01,Inflation_Index,63.332500212102
IMF,1992-02,Inflation_Index,63.5617996335795
IMF,1992-03,Inflation_Index,63.8828188236481
IMF,1992-04,Inflation_Index,63.9745385922391
IMF,1992-05,Inflation_Index,64.0662583608301
IMF,1992-06,Inflation_Index,64.2955577823077
IMF,1992-07,Inflation_Index,64.4331374351943
IMF,1992-08,Inflation_Index,64.6165769723763
IMF,1992-09,Inflation_Index,64.8000165095583
IMF,1992-10,Inflation_Index,65.0293159310359
IMF,1992-11,Inflation_Index,65.1210356996269
IMF,1992-12,Inflation_Index,65.0751758153314
IMF,1993-01,Inflation_Index,65.3961950054
IMF,1993-02,Inflation_Index,65.6254944268776
IMF,1993-03,Inflation_Index,65.8547938483551
IMF,1993-04,Inflation_Index,66.0382333855372
IMF,1993-05,Inflation_Index,66.1299531541282
IMF,1993-06,Inflation_Index,66.2216729227192
IMF,1993-07,Inflation_Index,66.2216729227192
IMF,1993-08,Inflation_Index,66.4051124599013
IMF,1993-09,Inflation_Index,66.5426921127878
IMF,1993-10,Inflation_Index,66.8178514185609
IMF,1993-11,Inflation_Index,66.8637113028564
IMF,1993-12,Inflation_Index,66.8637113028564
IMF,1994-01,Inflation_Index,67.0471508400384
IMF,1994-02,Inflation_Index,67.276450261516
IMF,1994-03,Inflation_Index,67.5057496829936
IMF,1994-04,Inflation_Index,67.5974694515846
IMF,1994-05,Inflation_Index,67.6433293358801
IMF,1994-06,Inflation_Index,67.8726287573576
IMF,1994-07,Inflation_Index,68.0560682945397
IMF,1994-08,Inflation_Index,68.3312276003128
IMF,1994-09,Inflation_Index,68.5146671374948
IMF,1994-10,Inflation_Index,68.5605270217903
IMF,1994-11,Inflation_Index,68.6522467903813
IMF,1994-12,Inflation_Index,68.6522467903813
IMF,1995-01,Inflation_Index,68.9274060961544
IMF,1995-02,Inflation_Index,69.2025654019275
IMF,1995-03,Inflation_Index,69.431864823405
IMF,1995-04,Inflation_Index,69.6611642448826
IMF,1995-05,Inflation_Index,69.7987438977691
IMF,1995-06,Inflation_Index,69.9363235506557
IMF,1995-07,Inflation_Index,69.9363235506557
IMF,1995-08,Inflation_Index,70.1197630878377
IMF,1995-09,Inflation_Index,70.2573427407243
IMF,1995-10,Inflation_Index,70.4866421622018
IMF,1995-11,Inflation_Index,70.4407822779063
IMF,1995-12,Inflation_Index,70.3949223936108
IMF,1996-01,Inflation_Index,70.8076613522704
IMF,1996-02,Inflation_Index,71.036960773748
IMF,1996-03,Inflation_Index,71.4038398481121
IMF,1996-04,Inflation_Index,71.6789991538851
IMF,1996-05,Inflation_Index,71.8165788067717
IMF,1996-06,Inflation_Index,71.8624386910672
IMF,1996-07,Inflation_Index,72.0000183439537
IMF,1996-08,Inflation_Index,72.1375979968403
IMF,1996-09,Inflation_Index,72.3668974183178
IMF,1996-10,Inflation_Index,72.5961968397954
IMF,1996-11,Inflation_Index,72.7337764926819
IMF,1996-12,Inflation_Index,72.7337764926819
IMF,1997-01,Inflation_Index,72.9630759141595
IMF,1997-02,Inflation_Index,73.192375335637
IMF,1997-03,Inflation_Index,73.3758148728191
IMF,1997-04,Inflation_Index,73.4675346414101
IMF,1997-05,Inflation_Index,73.4216747571146
IMF,1997-06,Inflation_Index,73.5133945257056
IMF,1997-07,Inflation_Index,73.6051142942966
IMF,1997-08,Inflation_Index,73.7426939471832
IMF,1997-09,Inflation_Index,73.9261334843652
IMF,1997-10,Inflation_Index,74.1095730215473
IMF,1997-11,Inflation_Index,74.0637131372518
IMF,1997-12,Inflation_Index,73.9719933686607
IMF,1998-01,Inflation_Index,74.1095730215473
IMF,1998-02,Inflation_Index,74.2471526744338
IMF,1998-03,Inflation_Index,74.3847323273203
IMF,1998-04,Inflation_Index,74.5223119802069
IMF,1998-05,Inflation_Index,74.6598916330934
IMF,1998-06,Inflation_Index,74.7516114016844
IMF,1998-07,Inflation_Index,74.8433311702754
IMF,1998-08,Inflation_Index,74.9350509388665
IMF,1998-09,Inflation_Index,75.0267707074575
IMF,1998-10,Inflation_Index,75.2102102446396
IMF,1998-11,Inflation_Index,75.2102102446396
IMF,1998-12,Inflation_Index,75.164350360344
IMF,1999-01,Inflation_Index,75.3477898975261
IMF,1999-02,Inflation_Index,75.4395096661171
IMF,1999-03,Inflation_Index,75.6688090875947
IMF,1999-04,Inflation_Index,76.2191276991408
IMF,1999-05,Inflation_Index,76.2191276991408
IMF,1999-06,Inflation_Index,76.2191276991408
IMF,1999-07,Inflation_Index,76.4484271206184
IMF,1999-08,Inflation_Index,76.6318666578004
IMF,1999-09,Inflation_Index,76.9987457321645
IMF,1999-10,Inflation_Index,77.1363253850511
IMF,1999-11,Inflation_Index,77.1821852693466
IMF,1999-12,Inflation_Index,77.1821852693466
IMF,2000-01,Inflation_Index,77.4114846908241
IMF,2000-02,Inflation_Index,77.8700835337792
IMF,2000-03,Inflation_Index,78.5121219139164
IMF,2000-04,Inflation_Index,78.5579817982119
IMF,2000-05,Inflation_Index,78.6497015668029
IMF,2000-06,Inflation_Index,79.0624405254625
IMF,2000-07,Inflation_Index,79.2458800626446
IMF,2000-08,Inflation_Index,79.2458800626446
IMF,2000-09,Inflation_Index,79.6586190213042
IMF,2000-10,Inflation_Index,79.7961986741907
IMF,2000-11,Inflation_Index,79.8420585584862
IMF,2000-12,Inflation_Index,79.7961986741907
IMF,2001-01,Inflation_Index,80.3006574014414
IMF,2001-02,Inflation_Index,80.62167659151
IMF,2001-03,Inflation_Index,80.805116128692
IMF,2001-04,Inflation_Index,81.1261353187606
IMF,2001-05,Inflation_Index,81.4930143931247
IMF,2001-06,Inflation_Index,81.6305940460112
IMF,2001-07,Inflation_Index,81.4012946245337
IMF,2001-08,Inflation_Index,81.4012946245337
IMF,2001-09,Inflation_Index,81.7681736988978
IMF,2001-10,Inflation_Index,81.4930143931247
IMF,2001-11,Inflation_Index,81.3554347402382
IMF,2001-12,Inflation_Index,81.0344155501696
IMF,2002-01,Inflation_Index,81.2178550873516
IMF,2002-02,Inflation_Index,81.5388742774202
IMF,2002-03,Inflation_Index,81.9974731203753
IMF,2002-04,Inflation_Index,82.4560719633304
IMF,2002-05,Inflation_Index,82.4560719633304
IMF,2002-06,Inflation_Index,82.5019318476259
IMF,2002-07,Inflation_Index,82.593651616217
IMF,2002-08,Inflation_Index,82.86881092199
IMF,2002-09,Inflation_Index,83.0063905748766
IMF,2002-10,Inflation_Index,83.1439702277631
IMF,2002-11,Inflation_Index,83.1439702277631
IMF,2002-12,Inflation_Index,82.9605306905811
IMF,2003-01,Inflation_Index,83.3274097649452
IMF,2003-02,Inflation_Index,83.9694481450823
IMF,2003-03,Inflation_Index,84.473906872333
IMF,2003-04,Inflation_Index,84.2904673351509
IMF,2003-05,Inflation_Index,84.1528876822644
IMF,2003-06,Inflation_Index,84.2446074508554
IMF,2003-07,Inflation_Index,84.3363272194464
IMF,2003-08,Inflation_Index,84.657346409515
IMF,2003-09,Inflation_Index,84.9325057152881
IMF,2003-10,Inflation_Index,84.8407859466971
IMF,2003-11,Inflation_Index,84.6114865252195
IMF,2003-12,Inflation_Index,84.5197667566285
IMF,2004-01,Inflation_Index,84.9325057152881
IMF,2004-02,Inflation_Index,85.3911045582432
IMF,2004-03,Inflation_Index,85.9414231697893
IMF,2004-04,Inflation_Index,86.2165824755624
IMF,2004-05,Inflation_Index,86.721041202813
IMF,2004-06,Inflation_Index,86.9962005085861
IMF,2004-07,Inflation_Index,86.8586208556996
IMF,2004-08,Inflation_Index,86.9044807399951
IMF,2004-09,Inflation_Index,87.0879202771771
IMF,2004-10,Inflation_Index,87.5465191201323
IMF,2004-11,Inflation_Index,87.5923790044278
IMF,2004-12,Inflation_Index,87.2713598143592
IMF,2005-01,Inflation_Index,87.4547993515412
IMF,2005-02,Inflation_Index,87.9592580787919
IMF,2005-03,Inflation_Index,88.6471563432245
IMF,2005-04,Inflation_Index,89.2433348390662
IMF,2005-05,Inflation_Index,89.1516150704752
IMF,2005-06,Inflation_Index,89.1974749547707
IMF,2005-07,Inflation_Index,89.6102139134303
IMF,2005-08,Inflation_Index,90.0688127563854
IMF,2005-09,Inflation_Index,91.1694499794777
IMF,2005-10,Inflation_Index,91.3528895166597
IMF,2005-11,Inflation_Index,90.6191313679315
IMF,2005-12,Inflation_Index,90.2522522935675
IMF,2006-01,Inflation_Index,90.9401505580001
IMF,2006-02,Inflation_Index,91.1235900951822
IMF,2006-03,Inflation_Index,91.6280488224328
IMF,2006-04,Inflation_Index,92.4076668554565
IMF,2006-05,Inflation_Index,92.8662656984116
IMF,2006-06,Inflation_Index,93.0497052355937
IMF,2006-07,Inflation_Index,93.3248645413668
IMF,2006-08,Inflation_Index,93.5083040785488
IMF,2006-09,Inflation_Index,93.0497052355937
IMF,2006-10,Inflation_Index,92.5452465083431
IMF,2006-11,Inflation_Index,92.4076668554565
IMF,2006-12,Inflation_Index,92.5452465083431
IMF,2007-01,Inflation_Index,92.8277433956034
IMF,2007-02,Inflation_Index,93.3244059425238
IMF,2007-03,Inflation_Index,94.1741895985196
IMF,2007-04,Inflation_Index,94.7859604550218
IMF,2007-05,Inflation_Index,95.3651707936741
IMF,2007-06,Inflation_Index,95.549986127385
IMF,2007-07,Inflation_Index,95.5256803887084
IMF,2007-08,Inflation_Index,95.3504956306995
IMF,2007-09,Inflation_Index,95.6132727677128
IMF,2007-10,Inflation_Index,95.8178078516708
IMF,2007-11,Inflation_Index,96.3869290157781
IMF,2007-12,Inflation_Index,96.3222665789214
IMF,2008-01,Inflation_Index,96.8010437709666
IMF,2008-02,Inflation_Index,97.082164861698
IMF,2008-03,Inflation_Index,97.9236937385207
IMF,2008-04,Inflation_Index,98.5175792401476
IMF,2008-05,Inflation_Index,99.3471845470534
IMF,2008-06,Inflation_Index,100.348305821224
IMF,2008-07,Inflation_Index,100.87523589178
IMF,2008-08,Inflation_Index,100.472586107665
IMF,2008-09,Inflation_Index,100.33363065825
IMF,2008-10,Inflation_Index,99.320127215319
IMF,2008-11,Inflation_Index,97.4178592147412
IMF,2008-12,Inflation_Index,96.4103175567688
IMF,2009-01,Inflation_Index,96.8299354980727
IMF,2009-02,Inflation_Index,97.3114642831756
IMF,2009-03,Inflation_Index,97.5481012861405
IMF,2009-04,Inflation_Index,97.7916172717496
IMF,2009-05,Inflation_Index,98.07411415901
IMF,2009-06,Inflation_Index,98.9165602335185
IMF,2009-07,Inflation_Index,98.7597194292279
IMF,2009-08,Inflation_Index,98.9812226703752
IMF,2009-09,Inflation_Index,99.0431335141741
IMF,2009-10,Inflation_Index,99.1385220735088
IMF,2009-11,Inflation_Index,99.2086876964809
IMF,2009-12,Inflation_Index,99.033961537315
IMF,2010-01,Inflation_Index,99.3724074834159
IMF,2010-02,Inflation_Index,99.3971718209355
IMF,2010-03,Inflation_Index,99.8053247911655
IMF,2010-04,Inflation_Index,99.9786751538026
IMF,2010-05,Inflation_Index,100.056178358262
IMF,2010-06,Inflation_Index,99.9584968047126
IMF,2010-07,Inflation_Index,99.9795923514885
IMF,2010-08,Inflation_Index,100.117630603218
IMF,2010-09,Inflation_Index,100.175872656273
IMF,2010-10,Inflation_Index,100.300611541557
IMF,2010-11,Inflation_Index,100.342802635109
IMF,2010-12,Inflation_Index,100.51523580006
IMF,2011-01,Inflation_Index,100.994012992105
IMF,2011-02,Inflation_Index,101.492051335555
IMF,2011-03,Inflation_Index,102.481707638652
IMF,2011-04,Inflation_Index,103.141631373664
IMF,2011-05,Inflation_Index,103.626828949511
IMF,2011-06,Inflation_Index,103.515848029515
IMF,2011-07,Inflation_Index,103.607567798106
IMF,2011-08,Inflation_Index,103.893274877268
IMF,2011-09,Inflation_Index,104.051032879244
IMF,2011-10,Inflation_Index,103.836408620741
IMF,2011-11,Inflation_Index,103.748816241737
IMF,2011-12,Inflation_Index,103.492918087368
IMF,2012-01,Inflation_Index,103.948306738422
IMF,2012-02,Inflation_Index,104.405988383691
IMF,2012-03,Inflation_Index,105.198905783161
IMF,2012-04,Inflation_Index,105.516714781329
IMF,2012-05,Inflation_Index,105.392893093731
IMF,2012-06,Inflation_Index,105.238345283655
IMF,2012-07,Inflation_Index,105.06682931639
IMF,2012-08,Inflation_Index,105.651542841157
IMF,2012-09,Inflation_Index,106.122982451715
IMF,2012-10,Inflation_Index,106.081708555849
IMF,2012-11,Inflation_Index,105.57908422397
IMF,2012-12,Inflation_Index,105.294752941338
IMF,2013-01,Inflation_Index,105.606141555705
IMF,2013-02,Inflation_Index,106.471058973518
IMF,2013-03,Inflation_Index,106.749428471192
IMF,2013-04,Inflation_Index,106.638447551197
IMF,2013-05,Inflation_Index,106.82830747218
IMF,2013-06,Inflation_Index,107.084664225392
IMF,2013-07,Inflation_Index,107.126855318944
IMF,2013-08,Inflation_Index,107.255721593814
IMF,2013-09,Inflation_Index,107.380460479098
IMF,2013-10,Inflation_Index,107.103925376796
IMF,2013-11,Inflation_Index,106.885173728707
IMF,2013-12,Inflation_Index,106.876001751848
IMF,2014-01,Inflation_Index,107.27360694869
IMF,2014-02,Inflation_Index,107.670294947846
IMF,2014-03,Inflation_Index,108.363696398394
IMF,2014-04,Inflation_Index,108.720944897056
IMF,2014-05,Inflation_Index,109.100664739023
IMF,2014-06,Inflation_Index,109.303824026452
IMF,2014-07,Inflation_Index,109.261174334057
IMF,2014-08,Inflation_Index,109.078651994561
IMF,2014-09,Inflation_Index,109.16074118745
IMF,2014-10,Inflation_Index,108.886499079363
IMF,2014-11,Inflation_Index,108.298575362694
IMF,2014-12,Inflation_Index,107.684511511977
IMF,2015-01,Inflation_Index,107.177759790512
IMF,2015-02,Inflation_Index,107.643237616112
IMF,2015-03,Inflation_Index,108.28390019972
IMF,2015-04,Inflation_Index,108.504027644338
IMF,2015-05,Inflation_Index,109.057097848942
IMF,2015-06,Inflation_Index,109.439110685124
IMF,2015-07,Inflation_Index,109.446448266611
IMF,2015-08,Inflation_Index,109.291441857692
IMF,2015-09,Inflation_Index,109.121301686956
IMF,2015-10,Inflation_Index,109.07223161076
IMF,2015-11,Inflation_Index,108.842014991596
IMF,2015-12,Inflation_Index,108.47009132996
IMF,2016-01,Inflation_Index,108.649403477555
IMF,2016-02,Inflation_Index,108.738830251931
IMF,2016-03,Inflation_Index,109.207059670588
IMF,2016-04,Inflation_Index,109.724817764285
IMF,2016-05,Inflation_Index,110.168741444265
IMF,2016-06,Inflation_Index,110.530575931357
IMF,2016-07,Inflation_Index,110.351722382604
IMF,2016-08,Inflation_Index,110.453072726898
IMF,2016-09,Inflation_Index,110.718601456968
IMF,2016-10,Inflation_Index,110.856639708698
IMF,2016-11,Inflation_Index,110.684206543747
IMF,2016-12,Inflation_Index,110.72043585234
IMF,2017-01,Inflation_Index,111.365684424378
IMF,2017-02,Inflation_Index,111.716053940396
IMF,2017-03,Inflation_Index,111.806856511301
IMF,2017-04,Inflation_Index,112.138423474758
IMF,2017-05,Inflation_Index,112.234270632935
IMF,2017-06,Inflation_Index,112.336079576071
IMF,2017-07,Inflation_Index,112.258576371612
IMF,2017-08,Inflation_Index,112.594729323498
IMF,2017-09,Inflation_Index,113.19090781934
IMF,2017-10,Inflation_Index,113.119366399839
IMF,2017-11,Inflation_Index,113.122117992896
IMF,2017-12,Inflation_Index,113.055621160668
IMF,2018-01,Inflation_Index,113.671519406757
IMF,2018-02,Inflation_Index,114.186984506238
IMF,2018-03,Inflation_Index,114.445175654822
IMF,2018-04,Inflation_Index,114.900105707033
IMF,2018-05,Inflation_Index,115.377965701392
IMF,2018-06,Inflation_Index,115.561863837418
IMF,2018-07,Inflation_Index,115.569660017748
IMF,2018-08,Inflation_Index,115.633863855762
IMF,2018-09,Inflation_Index,115.768233316747
IMF,2018-10,Inflation_Index,115.972768400705
IMF,2018-11,Inflation_Index,115.584335180722
IMF,2018-12,Inflation_Index,115.215163112144
IMF,2019-01,Inflation_Index,115.434831957919
IMF,2019-02,Inflation_Index,115.922781126823
IMF,2019-03,Inflation_Index,116.576743076877
IMF,2019-04,Inflation_Index,117.194017119495
IMF,2019-05,Inflation_Index,117.443494890062
IMF,2019-06,Inflation_Index,117.466883431053
IMF,2019-07,Inflation_Index,117.663163735838
IMF,2019-08,Inflation_Index,117.657201950879
IMF,2019-09,Inflation_Index,117.749380318313
IMF,2019-10,Inflation_Index,118.018577839128
IMF,2019-11,Inflation_Index,117.9552911988
IMF,2019-12,Inflation_Index,117.847979069549
IMF,2020-01,Inflation_Index,118.305202115975
IMF,2020-02,Inflation_Index,118.629431497944
IMF,2020-03,Inflation_Index,118.371240349361
IMF,2020-04,Inflation_Index,117.57969874642
IMF,2020-05,Inflation_Index,117.581991740635
IMF,2020-06,Inflation_Index,118.225405917301
IMF,2020-07,Inflation_Index,118.823418808514
IMF,2020-08,Inflation_Index,119.198094063209
IMF,2020-09,Inflation_Index,119.364106844358
IMF,2020-10,Inflation_Index,119.413635519398
IMF,2020-11,Inflation_Index,119.340718303368
IMF,2020-12,Inflation_Index,119.453075019892
IMF,2021-01,Inflation_Index,119.961202537886
IMF,2021-02,Inflation_Index,120.617916080998
IMF,2021-03,Inflation_Index,121.472285725423
IMF,2021-04,Inflation_Index,122.470655406536
IMF,2021-05,Inflation_Index,123.452515529303
IMF,2021-06,Inflation_Index,124.599471235534
IMF,2021-07,Inflation_Index,125.198859923276
IMF,2021-08,Inflation_Index,125.457509670703
IMF,2021-09,Inflation_Index,125.798248611019
IMF,2021-10,Inflation_Index,126.843395374113
IMF,2021-11,Inflation_Index,127.466631201689
IMF,2021-12,Inflation_Index,127.858274613573
IMF,2022-01,Inflation_Index,128.934147499146
IMF,2022-02,Inflation_Index,130.111829327855
IMF,2022-03,Inflation_Index,131.849001744969
IMF,2022-04,Inflation_Index,132.585052887912
IMF,2022-05,Inflation_Index,134.046607400409
IMF,2022-06,Inflation_Index,135.887881754874
IMF,2022-07,Inflation_Index,135.871830795371
IMF,2022-08,Inflation_Index,135.823677916861
IMF,2022-09,Inflation_Index,136.115805379823
IMF,2022-10,Inflation_Index,136.667958386741
IMF,2022-11,Inflation_Index,136.529920135012
IMF,2022-12,Inflation_Index,136.110760792551
IMF,2023-01,Inflation_Index,137.199015846883
IMF,2023-02,Inflation_Index,137.964875914618
IMF,2023-03,Inflation_Index,138.421640362201
IMF,2023-04,Inflation_Index,139.121920795394
IMF,2023-05,Inflation_Index,139.472290311412
IMF,2023-06,Inflation_Index,139.922634375193
IMF,2023-07,Inflation_Index,140.189538901793
IMF,2023-08,Inflation_Index,140.801768357138
IMF,2023-09,Inflation_Index,141.151679274313
IMF,2023-10,Inflation_Index,141.097564610845
IMF,2023-11,Inflation_Index,140.813233328212
IMF,2023-12,Inflation_Index,140.673360681111
IMF,2024-01,Inflation_Index,141.439679347689
IMF,2024-02,Inflation_Index,142.31514453889
IMF,2024-03,Inflation_Index,143.235093817858
IMF,2024-04,Inflation_Index,143.792750010892
IMF,2024-05,Inflation_Index,144.031680008071
IMF,2024-06,Inflation_Index,144.080291485425
IMF,2024-07,Inflation_Index,144.247680063103
IMF,2024-08,Inflation_Index,144.3650813669
IMF,2024-09,Inflation_Index,144.596673782592
IMF,2024-10,Inflation_Index,144.763145162585
IMF,2024-11,Inflation_Index,144.684724760439
IMF,2024-12,Inflation_Index,144.73608783085
